Profit,HH,Input,Score,ADX_Main,ADX_SMA,Dist_ADX,Dist_Step,H1,L1,O1,C1,V1,H2,L2,O2,C2,V2,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
0,5,1.000153198,0.499319488,-0.13610245,1.531980084,4.490281269,0.696178295,100.0229779,99.96936275,99.98468137,100.0076593,96.65738162,100,99.90808824,99.93106618,100,100,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1,6,1.000051026,0.496194366,-0.761126745,0.510256149,5.784018795,0.717128425,100.0229586,99.9540828,99.98469427,99.99234713,19.33701657,100.0459172,99.92347134,99.92347134,100,100,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1,7,1.000790574,0.507645809,1.529161808,7.90574314,6.692971225,0.779756899,100.1224552,99.99234655,99.99234655,100.1148018,211.9047619,100.0306138,99.96173274,99.99234655,100,100,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0
1,8,0.999719988,0.487538533,-2.492293477,-2.800122187,8.861108942,0.813536017,100.1451601,99.98471999,100,100.01528,411.0795455,100.00764,99.90831996,99.91595997,100,100,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0
1,9,0.999465853,0.495153774,-0.96924516,-5.34147272,8.39212488,0.835242022,100.0534066,99.90081636,100,99.9313344,188.7283237,100.0228885,99.83978027,99.87792782,100,100,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0
0,11,1.000991231,0.513832077,2.766415313,9.912314144,6.577017108,1.032145034,100.2747462,100,100,100.190796,188.7640449,100.0381592,99.8855224,100.0076318,100,100,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
1,12,1.000939993,0.484447396,-3.110520733,9.399928865,4.800327046,1.040127922,100.1982765,99.98474796,99.99237398,100.1525204,92.80991736,100.1296423,99.9237398,100.0305041,100,100,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
0,13,1.001092591,0.487899475,-2.420104909,10.9259071,3.74276074,1.006624534,100.2440513,99.93136059,99.9771202,100.1601586,126.8047337,100.1830384,99.96186699,100.1677852,100,100,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
0,14,0.99951692,0.476488385,-4.702323076,-4.830795047,1.942747464,0.748626374,100.0915192,99.87034777,100,99.93898719,89.3163207,100.1754118,99.96949359,100.1372788,100,100,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
0,3,1.000177336,0.494810923,-1.03781543,1.773364072,0.259062458,0.462765957,100.0912339,100.0076028,100.0076028,100.0532198,78.13953488,100.0228085,99.85554626,99.91636889,100,100,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1,5,1.000633008,0.499977491,-0.004501848,6.330075454,1.51333649,0.61033933,100.1291891,100,100,100.1063911,103,100.1215898,99.98480128,100.1063911,100,100,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
0,6,1.000177067,0.495844178,-0.831164321,1.770672603,2.150617241,0.67754173,100.0151734,99.91654654,99.99241332,99.99241332,80.39215686,100.0379334,99.9317199,99.9317199,100,100,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,7,0.999873456,0.490678435,-1.864313078,-1.265438348,1.446182229,0.596096894,100.0455546,99.95444537,99.99240756,99.98481512,89.02077151,100.1062941,100,100.0835168,100,100,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
0,4,1.00037896,0.495500121,-0.899975701,3.789601334,0.273810537,0.280324267,100,99.89393136,99.99242367,100,60.97972973,100.0303053,99.88635503,99.89393136,100,100,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,5,0.999772555,0.494124635,-1.175072917,-2.274450341,0.372662316,0.263896261,100.0454959,99.9848347,100.0151653,99.99241735,41.92546584,100.0985745,99.96208675,100.0834092,100,100,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,12,1.000025232,0.508557795,1.711559069,0.252321356,0.540121671,0.605555976,100.0984177,99.93943523,100,100.0151412,118.6335404,100,99.8107351,99.84858808,100,100,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
1,13,1.000101028,0.487260613,-2.547877315,1.010279595,1.137366189,0.493976816,100.0530303,99.88636364,100.0075758,99.99242424,113.1438721,100.1590909,99.96212121,100.1136364,100,100,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
0,14,0.999369372,0.484523457,-3.095308504,-6.306283581,2.736557148,0.506587915,100.1134816,99.80329853,100,99.90921471,103.1869688,100.189136,99.99243456,100.0756544,100,100,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1
1,15,0.998990689,0.481061245,-3.787750902,-10.09310893,2.054210131,0.34022884,100.3484057,99.81064909,100.007574,99.95455578,178.3321105,100.219647,99.90153753,100.0227221,100,100,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
0,16,1.000303467,0.494811969,-1.037606279,3.034671118,0.273675655,0.191884717,100.0606382,99.66648981,100,99.93936178,119.2206692,100.0303191,99.76502691,100.0227393,100,100,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1
1,23,0.999846308,0.49445452,-1.109096082,-1.536924614,0.249122227,1.235877335,100.0922226,99.96157393,99.96925915,99.99231479,75.91463415,100.0153704,99.91546265,99.99231479,100,100,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
0,1,0.999871959,0.491318684,-1.736263179,-1.280409731,0.734059259,1.167883212,100.0691563,99.99231597,100,100.007684,88.99521531,100.0307361,99.93852774,99.99231597,100,100,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
0,2,0.999436042,0.482258425,-3.548314959,-5.639579595,0.194932387,0.944136657,100.0384438,99.90004613,100,99.92311241,123.6641221,100.0922651,99.96924496,100.0691988,100,100,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
0,9,0.99976955,0.482609294,-3.47814118,-2.30450146,0.005844079,0.319631195,100.2382416,99.90009222,100,100.0230556,381.3531353,100.0307409,99.8847218,99.9462035,100,100,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0
0,8,0.999922637,0.501819405,0.363881047,-0.773634535,0.062692528,0.037137331,100.0618812,99.87623762,100.0154703,99.97679455,151.6372796,100.054146,99.91491337,100.0154703,100,100,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1
0,9,0.999484031,0.498659954,-0.268009112,-5.159692482,1.243903398,-0.052656032,100.0928936,99.96129432,100.0077411,99.96903545,284.2504744,100.054188,100,100.054188,100,100,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1
0,17,1.001936183,0.499706105,-0.058778973,19.36183395,2.24916429,-0.020870372,100.7843442,100.0155316,100.0155316,100.465947,106.8730779,100.1242525,99.23118739,99.39426885,100,100,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0
0,1,0.999564728,0.492016949,-1.596610177,-4.352724293,0.094098173,0.919080919,100.1306286,99.96157984,100.0153681,99.99231597,88.26086957,100.0922084,99.9538958,100.0537882,100,100,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1,2,1.000282001,0.488879188,-2.224162427,2.820006666,0.180201655,0.928802091,100.0384497,99.93848047,99.98462012,100.0153799,35.97883598,100.1845586,99.9077207,100.0999692,100,100,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0.999948744,0.492014272,-1.597145614,-0.512557663,0.452568754,1.016453944,100.0153728,99.91544965,99.9923136,99.96925442,32.52427184,100.076864,99.92313605,99.98462721,100,100,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
1,4,1.000025626,0.49480287,-1.039425999,0.256259129,0.627865655,1.073185732,100.0461219,99.90775617,100.015374,99.99231301,265.3061224,100.0614959,99.9461911,100,100,100,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1
1,5,1.000640303,0.498983642,-0.203271693,6.403032476,0.591496191,1.200952162,100.1383764,100.0076876,100.0076876,100.1153137,137.3563218,100.0230627,99.95387454,100,100,100,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0
1,6,1.000025577,0.499675771,-0.064845779,0.255767558,1.358433366,1.236860278,100.1304982,100,100,100.0460582,291.7159763,100,99.95394181,99.97697091,100,100,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0
0,7,0.999897769,0.49132862,-1.734276076,-1.022311958,1.992868769,1.210029906,100.061345,99.97699563,99.99233188,100,151.6304348,100.0153362,99.92331876,99.92331876,100,100,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0
1,8,0.998464963,0.473941639,-5.211672205,-15.35037225,1.720580612,0.864785917,100.0767283,99.81585207,100.0153457,99.81585207,221.4035088,100.1150925,99.98465434,100.0537098,100,100,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1
0,9,0.999666931,0.474630127,-5.073974545,-3.330685865,0.732212963,0.717361218,100.0922438,99.93081713,100.007687,99.97693904,96.67194929,100.2613575,100,100.1998616,100,100,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
1,14,0.998855923,0.488578842,-2.284231676,-11.44077492,0.002882331,0.781154551,100.0609896,99.80178394,100,99.83990242,143.238691,100.0152474,99.71029961,99.80178394,100,100,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0
1,15,1.002056516,0.486183826,-2.763234748,20.56516109,2.177267041,1.15916692,100.4042407,100,100.0076272,100.3432232,323.5283496,100.0610175,99.82457478,99.89321943,100,100,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
0,16,1.000735537,0.475156256,-4.96874875,7.355365612,2.880340945,1.085766423,100.0608088,99.62754637,100,99.96959562,82.26823687,100.0608088,99.65795074,99.66555184,100,100,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1,17,0.999286515,0.442530827,-11.49383459,-7.134848639,1.960825436,0.465881273,100.1605505,99.87003058,100,99.93883792,78.09558511,100.5733945,99.96941896,100.5504587,100,100,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1,17,0.998980736,0.477836677,-4.432664661,-10.19264091,1.214220699,0.435414754,100.2830477,99.91585067,100.0152999,99.96940024,100.2566096,100.2218482,99.93115055,100.0611995,100,100,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
0,8,1.000745405,0.495150679,-0.969864285,7.454054749,0.140007464,0.368315611,100.1929012,100,100,100.1388889,660.1694915,100.0385802,99.96141975,100.0385802,100,100,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0
1,9,0.999563218,0.495150409,-0.969918176,-4.367821998,0.408282009,0.298426897,100.023116,99.88441979,99.99229465,99.92294652,65.08344031,100.0539374,99.86130374,99.86130374,100,100,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,10,0.999743892,0.488882239,-2.223552269,-2.561081801,3.074430512,0.65862281,100.0845309,99.96926151,100,99.99231538,128.974359,100.0384231,99.88473065,99.95389226,100,100,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0
1,11,0.999589912,0.485741926,-2.851614702,-4.10088169,3.242775691,0.559230769,100.0076852,99.83861051,100,99.90777744,93.09145129,100.0922226,99.97694436,100.0076852,100,100,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0
0,12,1.000842525,0.493416811,-1.316637792,8.425245098,5.711367645,1.043085636,100.4372172,99.99232952,100.0076705,100.2301143,265.3751031,100.0383524,99.72386285,99.75454476,100,100,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0
0,13,1.000536933,0.496195324,-0.760935188,5.369333436,6.651132044,0.838699785,100.053681,99.89263804,99.98466258,100.0306748,105.4187192,100.2147239,99.98466258,100.2070552,100,100,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
1,14,0.998567262,0.482967735,-3.406452938,-14.32738065,5.780580007,0.580322829,100.015341,99.78522666,100.0076705,99.79289714,119.8466529,100.1534095,100,100.0460229,100,100,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
0,15,1.0043844,0.466165796,-6.766840819,43.84399694,5.743909978,1.517435663,100.889707,100,100,100.7363092,560.2209945,100.0383494,99.70854426,99.78524314,100,100,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
0,16,1.000662978,0.477808316,-4.438336808,6.629777902,4.396924254,1.107713478,100.0764643,99.78589998,100.0076464,100.0229393,89.82958755,100.4358465,100,100.4205536,100,100,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1,15,1.00078703,0.534792293,6.958458655,7.870297497,1.296848023,0.387700535,100.8368862,100.0552661,100.0552661,100.3947576,498.1562047,100.0947418,99.71577451,99.76314543,100,100,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0
0,16,1.001728337,0.49656725,-0.686549997,17.28336869,3.073710528,0.618774998,100.3853413,99.91349481,100.0078641,100.2752438,139.6272073,100.2516515,99.94495124,100,100,100,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
0,17,0.998691853,0.489800462,-2.039907615,-13.0814714,3.248951308,0.357591952,100.1411654,99.61571641,100,99.7882519,75.02927538,100.1097953,99.63924398,99.73335425,100,100,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
1,18,0.99811098,0.456381152,-8.723769516,-18.89020071,3.049391934,0.021291696,100.0393205,99.709028,99.99213589,99.72475621,94.83156028,100.2595156,99.87417427,100.070777,100,100,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
1,19,0.999686151,0.532933459,6.586691715,-3.138485681,3.67556847,0.501530492,100.1569366,99.86660389,100,99.97645951,92.46094634,100.0235405,99.43502825,99.51349655,100,100,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,20,1.002714838,0.488067464,-2.386507198,27.14837632,4.842775757,1.000468604,100.6907378,99.99215071,100.0078493,100.5023548,390.495635,100.2276295,99.96075353,99.96860283,100,100,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
1,21,0.999035655,0.503669383,0.733876613,-9.643452877,4.683890007,0.778743054,100.0156201,99.63292721,100.0078101,99.7891284,29.78401183,100.1874414,99.49234614,99.50796626,100,100,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,22,1.001329267,0.49160353,-1.679294012,13.29267339,4.691154448,0.98391379,100.2033951,99.93741688,100,100.1799265,129.2842742,100.0938747,99.92959399,99.95306266,100,100,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0
0,23,1.000416612,0.493373503,-1.3252995,4.166124203,4.639707133,0.975247911,100.0781311,99.98437378,100,100.0625049,33.05164319,100.0546918,99.95312134,100.0546918,100,100,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
0,1,1.000260607,0.491245461,-1.75090783,2.606066924,3.826775396,0.909801469,99.99218506,99.89059081,99.99218506,99.98437012,38.95274585,100.0312598,99.92185058,100.0234448,100,100,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
0,2,0.999895706,0.493726215,-1.254757081,-1.042943186,2.737867556,0.789329578,100.0312867,99.95307,100,99.98435667,93.04635762,100.070395,99.98435667,100.0625733,100,100,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
0,3,0.999008299,0.488390607,-2.321878587,-9.917010282,0.837477901,0.570532915,100.0156507,99.84349323,99.99217466,99.85131857,242.7745665,100.070428,99.97652398,100.0391267,100,100,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1
0,8,1.00086444,0.499418482,-0.116303584,8.644400786,0.338102413,0.090295226,100.1493593,99.9528339,99.99213898,100.1179153,158.9686099,100.0314441,99.92925085,99.92925085,100,100,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0
0,17,1.004391892,0.493390975,-1.321805036,43.91891892,3.913563587,1.16898238,100.695041,99.82038266,99.99219055,100.6091371,103.5978458,100.156189,99.00039047,99.304959,100,100,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0
1,18,1.000284694,0.487058705,-2.588258975,2.846938247,4.65058749,1.176744547,100,99.68199798,100,99.92243853,45.39208806,100.3490266,99.86814551,99.92243853,100,100,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
