Profit,HH,Input,Score,ADX_Main,ADX_SMA,Dist_ADX,Dist_Step,H1,L1,O1,C1,V1,H2,L2,O2,C2,V2,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
0,19,1.000854993,0.507909304,1.581860856,8.549931601,0.8091239,-2.118571673,100.1196172,99.67532468,100,100.0170882,81.99006709,100.3246753,99.77785373,99.77785373,100,100,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
0,19,1.000853534,0.497047399,-0.59052023,8.535336292,1.532055202,-1.944397066,100.3075346,99.94874423,100,100.1708526,68.09776833,100.1025115,99.65829489,99.98291474,100,100,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1
0,20,1.000568279,0.514068884,2.813776766,5.682786839,1.790788717,-1.855512012,100.2899539,99.84649497,100,100.1023367,124.2665418,100.1364489,99.77827051,99.82943885,100,100,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1
0,20,1.004926945,0.537732886,7.546577235,49.26945294,1.167292763,-1.06339814,100.8519339,100,100.0170387,100.7837792,196.0253673,100.1874255,99.74441983,99.89776793,100,100,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
0,15,0.99806906,0.515620953,3.124190588,-19.30940482,1.48805819,-0.705018778,100.034031,99.59162838,99.98298452,99.6767058,129.6640038,100.5444955,99.76178322,100.4594181,100,100,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1
0,16,0.997219069,0.507097503,1.419500623,-27.8093076,1.953851105,-0.795629162,100.3917561,99.72747402,100,99.76153977,139.4519027,100.1192301,99.60824391,99.79560552,100,100,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1
0,17,0.997348976,0.50241984,0.483968081,-26.51023746,0.749258022,-0.191720394,100.4571622,99.72908906,100,99.7968168,51.53461914,100.761937,99.76295293,100.1185235,100,100,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
0,9,0.998136541,0.504732598,0.946519654,-18.63459258,0.506711808,-0.128988459,100.0677048,99.66147596,100.0169262,99.72918077,358.3866837,100.2369668,100,100.2200406,100,100,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1
0,6,0.999829671,0.501684177,0.336835449,-1.703287345,2.82489088,-0.701873935,100.0170271,99.88081049,100,99.94891878,64.96742047,100.1872978,99.96594585,100.0851354,100,100,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
0,8,0.99942994,0.460745441,-7.850911804,-5.700604264,7.185391598,-1.158453114,100.0170765,99.53893443,100,99.79508197,174.4954128,100.3415301,99.93169399,100.273224,100,100,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1
0,8,1.000512908,0.493175676,-1.364864837,5.129081894,7.687193154,-1.020164046,100.2737851,99.98288843,100,100.1368925,82.46958089,100.2224504,99.74332649,100.2053388,100,100,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
0,10,0.99829497,0.52103362,4.206723938,-17.05029838,6.43924966,-0.93766012,100.0852079,99.76141786,100,99.77845944,81.27007925,100.0170416,99.65916837,99.74437628,100,100,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,11,1,0.506331213,1.266242661,0,4.809912979,-0.738026249,100.0170271,99.65945854,100.0170271,99.89783756,90.86389062,100.1191895,99.62540439,99.71053976,100,100,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.999034091,0.503236338,0.647267513,-9.659090909,3.478176365,-0.841153387,100.1193114,99.8806886,99.98295551,99.89773308,49.52120383,100.1193114,99.76137719,100.1193114,100,100,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,13,0.998291183,0.507141155,1.428231076,-17.08817498,2.797230111,-1.138308798,100.051212,99.6244452,100.0170707,99.72686924,171.6636744,100.0682827,99.84636395,100.0682827,100,100,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1
1,14,1.00074015,0.518754575,3.750915085,7.401503075,2.205529842,-0.822665984,100.2050231,99.88040321,100,100.1025115,116.8255749,100.0341705,99.77789168,99.81206219,100,100,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1
0,14,0.999943101,0.504797256,0.959451255,-0.568990043,1.817536996,-0.839877091,100.1024066,99.84639017,100.0170678,99.98293224,126.5962554,100.1024066,99.77811913,99.89759345,100,100,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
1,15,0.998401918,0.512593196,2.518639129,-15.98082301,2.227313346,-1.243354485,100.0512821,99.45299145,100,99.67521368,132.5867861,100.2564103,99.74358974,100.1196581,100,100,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1
1,17,0.994207055,0.500991336,0.198267252,-57.92945225,4.154229675,-2.028383524,100,99.07375643,99.98284734,99.10806175,249.2331288,100.3087479,99.82847341,100.2744425,100,100,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1
0,18,0.998261474,0.505767201,1.153440253,-17.3852573,6.981505495,-2.546151167,100.0694083,99.3406212,100.0173521,99.63560645,112.8299833,100.468506,99.91323963,100.2776332,100,100,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1
0,0,0.999645138,0.502749173,0.54983463,-3.54861604,11.61306846,-4.343272985,100.3728693,99.84019886,100,100.0355114,30.98204265,101.4914773,99.82244318,101.3671875,100,100,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1.00041315,0.510767855,2.153571056,4.131499734,12.36870579,-3.978761062,100.1238719,99.68147231,100.017696,99.98230402,101.2797725,100.0884799,99.66377632,99.68147231,100,100,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
0,2,1.000412712,0.50834184,1.668368068,4.127115146,12.00562801,-3.795968883,100.300885,99.87610619,100.0176991,100.1061947,108.8452088,100.1415929,99.69911504,100.0353982,100,100,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1
0,3,1.001995422,0.555309571,11.06191427,19.95422267,9.177463611,-3.048673344,100.3348018,99.91189427,100,100.2819383,174.0652109,100.0352423,99.52422907,99.66519824,100,100,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
1,4,1.002740685,0.556460329,11.29206579,27.40684588,4.085527175,-2.234822052,100.5255781,99.92992292,99.98248073,100.4204625,105.781624,100.2452698,99.66713385,99.71969166,100,100,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1,4,0.997494756,0.504246129,0.849225771,-25.05243533,0.560212508,-2.682670405,100.0174459,99.42428472,100,99.56385206,101.8276762,100.1046755,99.51151431,99.56385206,100,100,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
0,8,0.999422333,0.508859056,1.771811206,-5.776673791,0.055011051,-0.464713022,100.034638,99.77485279,100,99.87876689,121.1442786,100.0865951,99.82680984,100.0692761,100,100,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1
1,10,0.996653589,0.504159604,0.831920751,-33.46411262,0.727083715,-0.94477249,100.0690846,99.25734024,100.0172712,99.44732297,129.2221745,100.0863558,99.62003454,99.68911917,100,100,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1
0,11,0.999476714,0.501043108,0.208621591,-5.232862376,3.45219708,-1.4991274,100.13947,99.70362622,100,99.89539749,65.01637596,100.5753138,99.77336123,100.5753138,100,100,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
0,14,0.998241604,0.503491222,0.698244364,-17.58396343,7.597736892,-2.304033821,100.1053926,99.56086422,100.0175654,99.7189531,112.080118,100.5972247,99.89460741,100.4215703,100,100,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1
0,15,0.995649362,0.45160424,-9.679151985,-43.50637898,8.723310745,-2.790079717,100.1229364,98.57744995,100.0175623,99.13944503,358.1278229,100.052687,99.40288022,99.68387777,100,100,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1
1,17,0.999704474,0.532533974,6.506794882,-2.955257403,7.51879322,-2.74210713,100.0354421,99.76962609,100.0177211,99.91139465,37.61241358,100.49619,99.8227893,100.0531632,100,100,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1
1,18,0.998995034,0.503550795,0.710159057,-10.04965713,7.063592275,-2.767619386,100.3369989,99.69847464,100,99.91131607,41.2895746,100.2660518,99.14863427,99.98226321,100,100,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
0,18,0.999171647,0.500337956,0.067591101,-8.283533519,6.896365529,-2.840646651,100.1242677,99.91123735,100,99.92898988,55.62659294,100.4260607,99.78696964,100.0887626,100,100,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1,20,1.001061571,0.540450885,8.090176946,10.61571125,4.75864553,-2.225167904,100.3896564,99.91144173,100.0177117,100.2125399,95.99579611,100.2833865,99.53949699,99.71661353,100,100,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
