Profit,Diff Step,Last Swing Bars,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
0,4,0,100.1594799,99.60130037,99.6810403,100,100,100.09145,100.036803,99.66263878,100.0061338,99.6810403,61.91916747,100.0925652,100.0490707,99.82825247,99.99386616,100.0122677,41.03339787,100.1109667,1,0,0,1,0,0,0,1,1,0,1
0,0.05,0,100,99.95661067,99.96900762,100,100,100.0050715,100.0061985,99.96900762,100,99.96900762,63.75,100.0005635,100.0247939,99.94421372,99.94421372,100,203.125,100.0129604,0,0,0,0,0,0,0,1,1,0,0
0,8.383333333,0,100.1162933,99.9632758,100.0306035,100,100,100.0228135,100.0367242,99.9449137,99.9632758,100.0244828,39.18128655,100.0250392,99.9693965,99.9204309,99.9326723,99.9632758,8.576998051,100.0294906,1,0,0,1,1,1,1,0,1,0,0
0,10.13333333,0,100.0122414,99.9877586,100,100,100,100.1140676,100.0550863,99.9816379,100.0489656,100,193.1372549,100.1240833,100.0734484,100.0183621,100.0306035,100.0489656,159.8039216,100.0183621,1,0,0,0,0,0,0,1,0,0,0
0,0.783333333,0,100.0061241,99.96325556,99.98775185,100,100,100.0172588,100.0183722,99.93263519,99.93875926,99.98775185,245.4545455,100.0378579,99.95713148,99.8591463,99.95713148,99.93875926,348.951049,100.0629109,0,0,1,0,0,1,0,0,1,1,0
1,2.533333333,0,100.0496987,99.85711623,99.87575325,100,100,100.0175075,100.018637,99.87575325,99.96893831,99.87575325,87.55622189,100.0112952,100.1553084,99.97515065,100,99.97515065,136.2818591,100.0152485,0,0,0,0,0,0,0,1,1,0,1
0,5.85,0,100.0433947,99.98140227,100,100,100,100.0591746,100.0061992,99.9008121,99.93800756,100,64.92027335,100.0642467,99.98140227,99.90701134,99.93800756,99.93800756,74.71526196,100.0743909,0,0,0,0,1,0,0,0,0,0,0
0,4.533333333,0,100.0123908,99.87609194,99.90087355,100,100,100.0242184,99.95663218,99.90087355,99.95043678,99.90706895,64.56211813,100.0157701,99.9938046,99.85131033,99.96282758,99.94424137,234.2158859,99.90932183,0,0,0,0,0,0,0,1,1,0,1
1,1.75,0,100.0062023,99.93177448,100,100,100,100.0597678,100.0062023,99.96278608,99.9689884,100.0062023,54.65288035,100.0687894,99.97519072,99.89456057,99.89456057,99.9689884,81.38847858,100.0789386,0,0,0,0,0,0,0,0,1,0,1
0,3.9,0,100.079735,99.88959764,99.90186457,100,100,100.0395887,99.92639843,99.80372915,99.88346418,99.88959764,68.90694239,100.0384735,99.95093229,99.86506379,99.93253189,99.88346418,42.54062038,100.0579891,1,0,1,1,0,0,0,0,1,1,1
0,5.116666667,0,100.01853,99.91352687,99.98147004,100,100,100.0235836,100.0247066,99.93205683,99.95058678,100,148.7847222,100.0275142,100.0247066,99.91970352,100.0123533,99.95058678,122.2222222,100.0308833,0,0,0,0,0,0,0,0,1,0,1
0,2.783333333,0,100.0314426,99.86165262,99.90567224,100,100,100.193229,100.0943278,99.82392152,100.0754622,99.89938373,112.4830853,100.204091,100.1383474,99.97484593,100.0251541,100.0754622,79.9052774,100.0171505,0,1,0,0,0,0,0,1,0,0,1
0,8.766666667,0,100.0125,99.93125,99.95,100,100,100.0085227,99.975,99.95,99.975,99.95,69.31216931,100.0107955,100,99.95,99.96875,99.975,87.3015873,100.0204545,1,0,0,0,0,0,0,1,1,0,0
0,4.85,0,100.019558,99.85657474,99.94132603,100,100,100.0580813,99.96088402,99.8696134,99.90221005,99.94132603,106.4814815,100.0527473,99.90872938,99.76530413,99.87613273,99.90872938,180.5555556,100.06223,0,1,1,0,1,0,0,0,0,1,0
1,2.083333333,0,100.0065117,99.85674285,99.90883636,100,100,100.0331504,99.95441818,99.86976623,99.95441818,99.91534805,42.1900161,100.0355183,99.96744156,99.88278961,99.93488312,99.94790649,50.72463768,100.0491336,0,0,0,0,0,0,0,1,1,0,0
0,9.416666667,0,100.0453838,99.87681535,99.88978216,100,100,100.1526547,100.2787863,99.83791494,100.1880187,99.88978216,396.3224894,100.120827,100.1945021,100.1361515,100.1750519,100.1815353,90.24045262,99.89508676,1,0,0,0,0,0,0,1,0,0,1
0,10.3,0,100.1489927,99.97408823,100.0842133,100,100,100.1136584,100.1554706,99.89635292,99.93522057,100.0712574,237.3297003,100.110125,100.0647794,99.91578675,100.0388677,99.94169852,80.79019074,100.110125,1,0,0,0,0,0,1,0,0,0,0
0,28.76666667,0,100.0517598,99.74767081,99.85119048,100,100,100.4540749,100.2458592,99.71532091,100.0388199,99.85119048,196.1525814,100.4517222,100.317029,100.00647,100.2523292,100.0388199,142.3544887,100.4323123,1,0,0,0,0,0,0,1,0,0,1
1,5.366666667,0,100.0323248,99.9030256,99.99353504,100,100,100.1698521,100.0387898,99.92888544,99.98707008,99.98707008,131.1827957,100.1851329,100.1357642,99.9676752,100.0258598,99.98707008,92.47311828,100.2074664,0,1,0,0,0,0,0,0,0,0,0
0,7.35,0,100.0451351,99.94196918,99.96776066,100,100,100.0386872,99.98710426,99.92262557,99.97420852,99.95486492,143.902439,100.0416181,100.0838223,99.96131279,99.99355213,99.96776066,122.3577236,99.95662343,1,0,0,0,0,0,0,1,0,0,0
0,4.683333333,0,100.0257682,99.94202152,99.99355795,100,100,100.0304533,100.0128841,99.92269536,99.95490562,99.98711589,108.8785047,100.031039,100.0193262,99.94202152,99.98067384,99.94846357,79.43925234,100.0322103,1,0,1,0,0,0,0,0,1,1,0
0,0.683333333,0,100,99.96134519,99.98067259,100,100,100.0468543,100.0193274,99.96134519,100.0064425,99.98067259,242.8571429,100.0480257,100.0193274,100.0064425,100.0128849,100.0193274,40,100.0046854,0,0,0,0,0,0,0,1,0,0,0
0,4.85,0,100.0194301,99.91580311,99.94170984,100,100,100.0412153,100.0453368,99.94170984,100.0323834,99.95466321,56.44329897,100.0553462,100.0971503,99.87694301,99.88989637,100.0388601,157.2164948,100.0665332,1,0,0,0,0,0,0,1,1,0,1
0,2.983333333,0,100.0129433,99.72819053,99.88998188,100,100,100.0164733,99.92234015,99.74760549,99.7734921,99.87703857,45.36082474,100.0135316,99.95469842,99.74760549,99.93528346,99.77996376,81.54639175,100.0305933,0,0,1,0,0,0,0,0,1,1,0
1,3.9,0,100.0323039,99.79971573,99.80617651,100,100,100.0099848,99.95477452,99.74802946,99.76095103,99.80617651,136.3079615,100.035828,99.83201964,99.56712754,99.83201964,99.76095103,309.8862642,100.056385,0,0,1,0,1,1,0,0,1,1,1
1,5.4,0,100.0257998,99.91615067,99.91615067,100,100,100.039286,99.9871001,99.84520124,99.91615067,99.96130031,217.9487179,100.0398724,99.9871001,99.89680083,99.91615067,99.91615067,169.2307692,100.0480814,1,0,1,0,0,0,0,0,0,1,0
1,6.25,0,100.0128172,99.78210715,99.87182774,100,100,100.0885554,99.92950526,99.73083825,99.89746219,99.84619328,38.84057971,100.1275897,99.96154832,99.73724686,99.75006409,99.9038708,48.4057971,100.178276,1,0,0,0,0,0,0,1,1,0,1
0,6.333333333,0,100.0127186,99.9872814,100.0063593,100,100,100.0427807,100.0063593,99.9554849,99.9618442,99.9872814,100,100.0549212,99.9872814,99.93004769,99.9554849,99.9618442,520.5882353,100.0624368,1,0,1,0,1,1,1,0,0,1,0
0,7.333333333,0,100,99.96137753,99.97425169,100,100,100.0181409,99.98712584,99.96781461,99.97425169,99.97425169,70.96774194,100.018726,100.0193112,99.96137753,99.96137753,99.96781461,129.0322581,100.018726,0,0,1,0,0,0,0,0,1,1,0
0,5.2,0,100.0386349,99.8454604,99.87765615,100,100,100.128783,100.1030264,99.77462975,100.0386349,99.871217,183.6403832,100.1299538,100.1481005,99.9871217,100.1223439,100.0450741,74.94473102,100.026342,0,1,0,0,0,0,0,1,0,0,1
0,2.233333333,0,100.0579262,99.84553003,100.0193087,100,100,100.1158525,100.0386175,99.94851001,99.9871275,100.0128725,66.95095949,100.1328208,100.025745,99.92276501,99.93563751,99.9871275,45.62899787,100.1515444,0,1,0,1,1,0,1,0,0,0,0
1,7.616666667,0,100,99.67833248,99.78769943,100,100,100.039185,99.91636644,99.64616572,99.87133299,99.78769943,120.2388852,100.0374304,99.92923314,99.71693258,99.92923314,99.85846629,113.4704711,100.0421092,1,1,0,0,0,0,0,1,1,0,1
0,11.66666667,0,100.0382214,99.98088929,99.98088929,100,100,100.0521201,100.0382214,99.96177857,100.0191107,99.97451905,94.59459459,100.0561739,100.0445917,99.98725952,100.0191107,100.0063702,97.2972973,100.0637024,1,0,0,0,0,0,0,1,0,0,0
1,2.966666667,0,100.0321295,99.98714818,100.0064259,100,100,100.1057354,100.0578332,100,100,100.0064259,81.4479638,100.1139138,100.0835368,99.98072227,100.0642591,99.99357409,156.561086,100.1203398,0,1,0,0,0,0,1,0,0,0,0
1,11.55,0,100.1089674,99.94872124,99.96795077,100,100,100.1025575,100.1281969,99.90385232,100.083328,99.96795077,140.0753769,100.1136291,100.1794757,99.8589834,99.88462278,100.083328,301.758794,100.1241179,1,0,0,0,0,1,0,1,1,0,1
1,7.533333333,0,100.0191058,99.97452554,99.97452554,100,100,100.0717917,99.98726277,99.96178831,99.97452554,99.98089415,121.9653179,100.0781603,99.98089415,99.96815692,99.97452554,99.97452554,54.9132948,100.0845289,1,0,1,0,1,0,0,0,0,1,0
0,1.4,0,100.063597,99.93640295,99.9936403,100,100,100.0242825,100.0190791,99.90460443,99.91732384,100.0190791,118.1003584,100.0202354,100.0317985,99.87916561,100.0254388,99.91732384,89.60573477,100.0242825,1,0,0,0,0,1,0,0,1,0,0
0,5.133333333,0,100.0067445,99.94604438,99.97976664,100,100,100.0435324,100,99.93929993,99.95278883,99.97302219,74.65753425,100.0521162,100.0202334,99.93929993,100.0134889,99.95278883,85.61643836,100.0625395,1,0,1,0,0,0,0,0,1,1,1
0,4.766666667,0,100.020118,99.97317597,99.99329399,100,100,100.0371879,100,99.87258584,99.93964592,99.98658798,527.5167785,100.0390168,100,99.93964592,99.98658798,99.93964592,202.0134228,100.0432842,1,0,1,0,0,0,0,0,1,1,0
0,3.766666667,0,100.0268402,99.88592901,99.95302959,100,100,100.0439204,100.0201302,99.78527813,99.81882842,99.95302959,136.8271955,100.0475804,99.98657988,99.75172784,99.94631953,99.82553848,151.5580737,100.0445304,1,1,1,0,1,1,0,0,1,1,1
0,4.833333333,0,100.1539594,99.98661222,100.060245,100,100,100.0669389,100.0870206,99.95314278,99.96653056,100.060245,36.67896679,100.0699816,100.0133878,99.91967334,99.97322445,99.96653056,59.92619926,100.0839779,0,0,0,0,1,1,1,0,1,0,1
0,0.916666667,0,100.0134962,99.95276334,100.0134962,100,100,100.0196308,100.0134962,99.93251906,99.95951144,100.0067481,86.27118644,100.0202443,100,99.87178622,99.92577097,99.95276334,67.45762712,100.0165635,1,0,0,1,0,1,1,0,1,0,1
1,9.95,0,100.0472112,99.98651109,100.0067445,100,100,100.0214596,100.074189,100.0134889,100.0472112,100.0134889,111.4754098,100.0337223,100.0674445,100.0067445,100.0067445,100.0404667,124.5901639,100.0410798,0,0,0,0,0,0,1,1,1,0,1
1,1.85,0,100.0066894,99.98662118,100,100,100,100.1143281,100.0066894,99.98662118,99.99331059,99.99331059,59.53488372,100.118585,100.0066894,99.97324236,99.98662118,100,69.30232558,100.1252744,1,0,0,0,0,0,0,0,0,0,0
0,0.033333333,0,100.0336428,99.95290001,100.0201857,100,100,100.0587221,100.0538286,99.89907146,99.9125286,100.0201857,124.933687,100.0703441,99.94617144,99.8452429,99.85870004,99.91925717,98.93899204,100.0831896,0,1,0,0,0,1,1,0,0,0,1
0,2.566666667,0,100.0138102,99.94475901,99.96547438,100,100,100.1054601,100.0414307,99.94475901,99.99309488,99.96547438,147.761194,100.0985549,100.0621461,99.97237951,100,99.99309488,104.9751244,99.96798534,0,0,0,0,0,0,0,1,0,0,0
1,4.35,0,100.0415024,99.92391229,99.95158055,100,100,100.2647349,100.0553365,99.87549284,99.99308294,99.95849761,197.4025974,100.2804555,100.325102,99.99308294,100.2213461,99.99308294,129.1774892,100.2968049,0,1,0,0,0,0,0,1,0,0,1
0,1.9,0,100.0406835,99.99321942,100.0135612,100,100,100.0246567,100.2305397,99.95931652,99.95931652,100.0067806,504.3715847,100.0258895,100.0135612,99.91185245,100,99.95253594,229.5081967,100.0098627,1,1,0,0,0,1,1,0,1,0,0
0,0.95,0,100.0474898,99.97964722,100.0067843,100,100,100.0154188,100.0067843,99.97964722,100.0067843,100.0067843,45.45454545,100.0185025,100.027137,99.99321574,100.0135685,100.0067843,31.62055336,100.0265203,1,0,0,1,0,0,1,0,1,0,0
0,1.066666667,0,100.1153951,99.51126799,99.85745316,100,100,100.0993508,100.0543036,99.82351344,100.0407277,99.85745316,19.38526022,100.0981167,100.1289709,100.0067879,100.0950312,100.0407277,5.448829899,100.0999679,1,1,0,1,0,0,0,1,0,0,1
0,3.266666667,0,100.0271868,100,100.0067967,100,100,100.0154471,100.0271868,99.98640658,100,99.99320329,114.2857143,100.0179186,100.0135934,99.95921974,99.98640658,100.0135934,137.1428571,100.0259511,0,0,0,0,0,1,1,1,1,0,0
1,1.783333333,0,100,99.95947041,99.97298028,100,100,100.0485127,99.98649014,99.89867603,99.96622534,99.97298028,370,100.0534254,100.0135099,99.96622534,100.0067549,99.97973521,124,99.97727887,0,0,0,0,0,0,0,0,0,0,0
0,3.183333333,0,100.0404394,99.91912112,99.95282065,100,100,100.0202197,99.97304037,99.9056413,99.93260093,99.95282065,43.37152209,100.0189943,99.97304037,99.9056413,99.93934084,99.93934084,33.63338789,100.0245088,0,0,1,1,0,0,0,0,1,1,0
0,0.5,0,100.0067723,99.87809833,99.91195991,100,100,100.0141603,99.92550454,99.85778139,99.88487065,99.91195991,38.97727273,100.012929,99.97968306,99.87132602,99.89164296,99.87132602,96.13636364,100.014776,1,0,1,0,0,0,0,0,1,1,1
0,1.25,0,100.0136874,99.94525048,99.97262524,100,100,100.101411,100.0547495,99.91103203,100.0410621,99.96578155,148.447205,100.1182092,100.1026554,99.94525048,99.99315631,100.0410621,230.4347826,100.1343852,0,0,0,0,0,0,0,1,1,0,1
0,1.133333333,0,100.0410593,99.95894067,99.98631356,100,100,100.0553679,100.0342161,99.93156778,99.93156778,99.99315678,274.7524752,100.0628332,100.0136864,99.85629234,100.0136864,99.92472456,280.6930693,100.0746533,0,1,1,0,1,1,0,0,0,1,0
0,5.8,0,100.0552295,99.98619261,100.0276148,100,100,100.1230113,100.0483259,99.84121505,99.93096307,100.0345185,172.1115538,100.1349358,99.99309631,99.87573352,99.92405937,99.91715568,164.8074369,100.1493708,0,0,0,0,1,0,1,0,0,0,1
1,0.55,0,100.0769985,99.97900042,100.0349993,100,100,100.0579079,100.0419992,99.9650007,99.97200056,100.0349993,37.19211823,100.0572716,99.97200056,99.93700126,99.97200056,99.9650007,27.33990148,100.0547262,0,0,0,1,1,1,1,0,0,0,0
0,3.966666667,0,100.0973168,99.96524399,100.0069512,100,100,100.0126386,100.0764632,99.82621994,99.82621994,100,172.8789986,100.0379157,99.88878076,99.78451272,99.86792715,99.81926873,95.13212796,100.070144,1,0,0,0,1,1,1,0,1,0,1
0,6.966666667,0,100.0069507,99.90964065,99.95134496,100,100,100.0448637,100.0347536,99.93049281,100.0278029,99.95134496,73.0964467,100.0417043,100.0278029,99.97219712,99.98609856,100.0278029,30.96446701,100.0341217,0,0,0,1,0,0,0,1,0,0,0
0,0.666666667,0,100.1016191,99.97290156,100.0067746,100,100,100.0166286,100.0203238,99.83740939,99.87128243,99.97967617,64.18485237,100.0234032,99.93225391,99.86450782,99.87805704,99.87128243,20.53915276,100.0357207,1,0,1,1,1,0,1,0,1,1,1
0,3.533333333,0,100.0406504,99.91192412,99.93224932,100,100,100.109017,99.96612466,99.83062331,99.91869919,99.93224932,104.8387097,100.1724563,100.0135501,99.89159892,100.0135501,99.91869919,54.08602151,100.1835427,1,0,1,0,0,0,0,0,0,1,0
0,2.316666667,0,100.0271021,99.85093841,99.95257131,100,100,100.1311988,100.0677553,99.91869368,99.92546921,99.95257131,78.44702467,100.1262712,100.0406532,99.91191815,100.0067755,99.92546921,60.95791001,100.1219595,0,0,1,1,0,0,0,0,0,1,0
0,4.65,0,100.0135483,99.9593551,99.9864517,100,100,100.0443399,99.9864517,99.9593551,99.9593551,99.9864517,26.625387,100.047419,100.0948381,99.9458068,100.0609673,99.95258095,133.126935,100.0566565,0,0,1,0,0,0,0,0,0,1,0
0,0.966666667,0,100.0203791,99.99320698,100,100,100,100.0197615,100.006793,99.9592419,99.97962095,99.99320698,146.9026549,100.0228492,99.99320698,99.93886285,99.94565587,99.97282793,200,100.0277896,0,0,1,0,1,1,0,0,1,1,0
